T,v
5.113090e+03,9.971530e-01
5.113770e+03,9.925910e-01
5.113810e+03,9.809470e-01
5.113830e+03,9.581660e-01
5.113840e+03,9.307630e-01
5.113860e+03,8.338140e-01
5.113870e+03,8.369760e-01
5.113890e+03,9.342210e-01
5.113900e+03,9.601230e-01
5.113920e+03,9.818360e-01
5.114000e+03,9.966420e-01
5.114460e+03,9.942540e-01
5.114510e+03,9.956730e-01
5.116620e+03,9.948630e-01
5.116710e+03,9.796510e-01
5.116740e+03,9.570120e-01
5.116760e+03,9.200690e-01
5.116780e+03,8.585340e-01
5.116790e+03,8.392760e-01
5.116800e+03,8.465830e-01
5.116830e+03,9.324550e-01
5.116850e+03,9.628840e-01
5.116900e+03,9.874850e-01
5.117180e+03,9.988930e-01
5.119260e+03,9.937750e-01
5.119340e+03,9.795290e-01
5.119370e+03,9.540080e-01
5.119380e+03,9.315920e-01
5.119390e+03,8.856130e-01
5.119410e+03,7.106370e-01
5.119420e+03,7.140090e-01
5.119430e+03,6.926790e-01
5.119440e+03,5.730830e-01
5.119450e+03,4.991130e-01
5.119460e+03,5.967620e-01
5.119470e+03,7.567020e-01
5.119480e+03,8.590260e-01
5.119490e+03,9.112190e-01
5.119500e+03,9.390470e-01
5.119520e+03,9.652200e-01
